IMG_ID	Domain	Genome_Status	Sequencing_Center	Phylum	Class	Order	Family	Genus	Species	Gram_Staining	Isolation_Country	Oxygen_Requirement	Genome_Size	Gene_Count	GC_Count	GC_%	CDS_Count	CDS_%	RNA_%	16S_rRNA_Count 	Horizontally_Transferred_Count	Horizontally_Transferred_%
647533123	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	subterraneus	Gram+	Japan	Anaerobe	2344404	1741	863103	0.38	1686	96.84	2.93	3	91	5.23
2551306695	Bacteria	Draft	International Centre for Genetic Engineering and Biotechnology	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya	zeae	-1	-1	-1	4646517	4232	2472774	0.53	4072	96.22	3.78	6	55	1.3
2531839463	Bacteria	Draft	Walter Reed Army Institute of Research (WRAIR)	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	radioresistens	Gram-	Iraq	Aerobe	3209605	3151	1336814	0.42	3051	96.83	3.17	8	45	1.43
2548876763	Bacteria	Draft	Shanghai Jiao Tong University	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	pumilus	Gram+	-1	Aerobe	3692073	3869	1523333	0.41	3786	97.85	2.15	1	3	0.08
2516653040	Bacteria	Draft	Beijing Genomics Institute	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Anabaena	circinalis	-1	Australia	-1	4405846	4443	1644797	0.37	4443	100	-1	-1	-1	-1
2541047060	Bacteria	Draft	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	pneumoniae	Gram-	USA	-1	5424339	5511	3109353	0.57	5422	98.39	1.61	1	1	0.02
640069323	Bacteria	Finished	J. Craig Venter Institute	Cyanobacteria	unclassified	Prochlorales	Prochlorococcaceae	Prochlorococcus	marinus	Gram-	Sargasso Sea	-1	2682675	3133	1341541	0.5	3075	98.15	1.85	2	222	7.09
2501533226	Bacteria	Draft	Virginia Bioinformatics Institute	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	-1	Microaerophilic	1588278	1629	618986	0.39	1589	97.54	2.46	2	18	1.1
2541047127	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5176612	5303	2603482	0.5	5219	98.42	1.58	5	7	0.13
2540341167	Bacteria	Finished	Genoscope	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	pneumophila pneumophila	Gram-	-1	-1	3492535	3184	1339450	0.38	3132	98.37	1.63	3	21	0.66
2541047868	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5063952	4762	2553853	0.5	4674	98.15	1.85	3	-1	-1
2531839387	Bacteria	Draft	Univ of Washington	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	actinomycetemcomitans	Gram-	-1	Facultative	2056215	2431	913754	0.44	2383	98.03	1.97	1	1	0.04
646564506	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	nitrofigilis	Gram-	Canada	Microaerophilic	3192235	3220	905345	0.28	3150	97.83	2.17	4	301	9.35
640427138	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	sphaeroides	Gram-	-1	Facultative	4557127	4475	3109314	0.68	4397	98.26	1.74	4	379	8.47
2541047830	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5300441	5144	2681348	0.51	5043	98.04	1.96	6	2	0.04
2511231211	Bacteria	Finished	Beijing Genomics Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis	Gram+	-1	-1	2034321	2097	842535	0.41	2027	96.66	3.34	4	-1	-1
642555172	Bacteria	Finished	RIKEN	Elusimicrobia	unclassified	unclassified	unclassified	Candidatus Endomicrobium	sp.	Gram-	Japan	-1	1148570	824	404115	0.35	776	94.17	5.83	1	594	72.09
643348587	Bacteria	Finished	Institut Pasteur	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	splendidus	Gram-	France	Facultative	4974821	4572	2184372	0.44	4431	96.92	3.08	8	136	2.97
649990019	Bacteria	Draft	Washington University in St. Louis	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	hippei	Gram-	Japan	Obligate anaerobe	2305942	2223	928741	0.4	2169	97.57	2.43	1	1079	48.54
2505313063	Bacteria	Draft	Virgina Tech	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	-1	-1	-1	6146608	5675	3441396	0.59	5607	98.8	1.2	1	43	0.76
646564525	Bacteria	Finished	National Institute of Technology and Evaluation (NITE)	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	desulfuricans	Gram-	Japan	Anaerobe	2542933	2425	770784	0.3	2374	97.9	2.1	2	524	21.61
2534682301	Bacteria	Draft	Washington University in St. Louis	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	Gram+	-1	-1	3007775	3315	1143131	0.38	3273	98.73	1.27	1	6	0.18
648276651	Bacteria	Draft	Washington University in St. Louis	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	4840256	5279	2446912	0.51	5162	97.78	2.18	1	26	0.49
2524614858	Bacteria	Permanent Draft	DOE Joint Genome Institute	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Desulfotomaculum	guttoideum	Gram+	Russia	-1	6383873	5920	2867907	0.45	5814	98.21	1.79	6	357	6.03
2512047069	Bacteria	Draft	Institute of Genomics and Integrative Biology (IGIB)	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Rheinheimera	sp.	Gram-	India	Aerobe	4523491	4019	2091244	0.46	3943	98.11	1.89	1	-1	-1
2511231162	Bacteria	Finished	University of Washing High-Throughput Genomics Unit	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum	rubrum	Gram-	-1	-1	4352825	3945	2848805	0.65	3878	98.3	1.7	4	-1	-1
2531839095	Bacteria	Draft	Korea University	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	aestuarii	Gram-	Korea	-1	3588054	3454	1829133	0.51	3380	97.86	2.14	2	274	7.93
2531839364	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	Gram+	-1	-1	6110224	6364	2148134	0.35	6265	98.44	1.56	3	7	0.11
2537562096	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	USA	Aerobe	1665093	1728	651592	0.39	1684	97.45	2.55	2	-1	-1
2534681780	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5118737	4936	2589699	0.51	4853	98.32	1.68	1	1	0.02
650716029	Bacteria	Finished	"IGS, Bielefeld Univ"	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	resistens	Gram+	-1	Anaerobe	2601311	2230	1485138	0.57	2171	97.35	2.65	3	11	0.49
2534682224	Bacteria	Draft	Translational Genomics Research Institute (TGen)	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	sp.	Gram+	-1	-1	2355793	2035	1125802	0.48	2030	99.75	0.25	3	51	2.51
2513237192	Bacteria	Finished	Washington University School of Medicine	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	Peru	-1	1616909	1567	628393	0.39	1525	97.32	2.68	2	-1	-1
2529293071	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Japan	-1	5298230	5631	2666744	0.5	5538	98.35	1.65	1	6	0.11
2529293033	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	pylori	Gram-	Japan	Aerobe	1602120	1686	620978	0.39	1645	97.57	2.43	2	-1	-1
2513020024	Bacteria	Draft	Iowa State Univ	unclassified	unclassified	unclassified	unclassified	Bacteroides	xylanisolvens	Gram-	USA	Anaerobe	5858474	4752	2453126	0.42	4675	98.38	1.62	1	-1	-1
2265129005	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	Candidatus Pelagibacter	ubique	-1	-1	-1	1115049	1269	333097	0.3	1230	96.93	3.07	2	-1	-1
650716071	Bacteria	Finished	J. Craig Venter Institute	Chlamydiae	Chlamydiia	Chlamydiales	Parachlamydiaceae	Parachlamydia	acanthamoebae	Gram-	-1	-1	3072383	2841	1199116	0.39	2788	98.13	1.87	3	56	1.97
2512047078	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	nigripulchritudo	Gram-	-1	-1	6113582	5855	2800305	0.46	5770	98.55	1.45	2	-1	-1
2551306019	Bacteria	Draft	Univ of Exeter	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	vasicola	Gram-	Madagascar	-1	4803707	5092	3037836	0.63	5036	98.9	1.1	1	16	0.31
2529292795	Bacteria	Draft	Institute for Genome Sciences	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	Gram+	USA	Facultative	2148253	2248	853118	0.4	2174	96.71	3.29	5	5	0.22
2545824519	Bacteria	Draft	Life Technologies Corporation	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	seeligeri	Gram+	USA	Facultative	2992555	3175	1114279	0.37	3175	100	-1	-1	36	1.13
2537562144	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	Facultative	2885309	2836	941877	0.33	2767	97.57	2.43	1	1	0.04
2531839194	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	Gram-	-1	Facultative	4068955	3852	1933193	0.48	3733	96.91	3.09	7	2	0.05
2236347068	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	unclassified	unclassified	unclassified	unclassified	Gram-	USA	-1	627365	800	182598	0.29	776	97	3	-1	-1	-1
2547132299	Bacteria	Draft	Univ of Birmingham	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	sp. genomospecies 3	Gram-	-1	-1	3746320	4027	1452457	0.39	3929	97.57	2.43	3	1	0.02
2548876647	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sobrinus	Gram+	Brazil	Anaerobe	2094807	2125	911126	0.43	2077	97.74	2.26	1	1	0.05
2541047759	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5230060	4955	2642689	0.51	4847	97.82	2.18	9	1	0.02
2529292964	Bacteria	Draft	Life Technologies Corporation	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	Facultative	4774189	5415	2492165	0.52	5369	99.15	0.85	3	3	0.06
640753028	Bacteria	Finished	"DOE Joint Genome Institute, BioHealthBase, Los Alamos National Lab"	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	Gram-	France	Aerobe	1890909	2131	608144	0.32	2079	97.56	2.44	3	-1	-1
2534681950	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	-1	2914280	2825	952576	0.33	2758	97.63	2.37	1	3	0.11
2534682061	Bacteria	Draft	University of Toronto Centre for the Analysis of Genome Evolution and Function	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	Gram-	-1	Aerobe	5975428	4699	3532821	0.59	4644	98.83	1.17	1	57	1.21
640427151	Bacteria	Finished	J. Craig Venter Institute	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	Gram-	-1	Facultative	4132319	4031	1964499	0.48	3876	96.15	3.85	8	1	0.02
643348555	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconacetobacter	diazotrophicus	Gram-	Brazil	Aerobe	3914947	3633	2596511	0.66	3566	98.16	1.84	4	210	5.78
650377932	Bacteria	Finished	Sanger Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	Facultative	5153435	4873	2615744	0.51	4763	97.74	2.26	6	24	0.49
2551306201	Bacteria	Draft	National Center for Biological Sciences	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	India	-1	2761324	2659	902276	0.33	2564	96.43	3.57	3	-1	-1
2534681787	Bacteria	Draft	Broad Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	suis	Gram-	-1	-1	3307773	3167	1893928	0.57	3104	98.01	1.99	3	1	0.03
2541047045	Bacteria	Finished	Genoscope CEA	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	canettii	Gram+	-1	-1	4420197	4110	2896350	0.66	4050	98.54	1.46	1	6	0.15
2531839052	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	-1	-1	4900685	4608	1714622	0.35	4567	99.11	0.89	1	-1	-1
2551306207	Bacteria	Draft	"National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention (China CDC)"	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	suis	Gram+	-1	-1	1961245	1931	810640	0.41	1865	96.58	3.42	2	-1	-1
2521172664	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	sp.	Gram-	-1	-1	3018254	2938	1989339	0.66	2873	97.79	2.21	1	34	1.16
2547132382	Bacteria	Draft	CSIRO	Actinobacteria	Actinobacteria	Actinomycetales	Mycobacteriaceae	Mycobacterium	avium paratuberculosis	Gram+	Australia	Aerobe	4500072	5218	3101822	0.69	5151	98.72	1.28	1	-1	-1
2524614546	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	japonicum	Gram-	-1	-1	7589915	7353	4841230	0.64	7274	98.93	1.07	1	218	2.96
647533233	Bacteria	Draft	J. Craig Venter Institute	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	clavuligerus	Gram+	-1	Aerobe	8556892	7381	6182847	0.72	7291	98.78	1.22	6	90	1.22
2548877087	Bacteria	Draft	"Univ of California, Berkeley"	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	axonopodis	Gram-	Colombia	-1	4650210	4567	3024013	0.65	4503	98.6	1.4	1	1	0.02
2529292758	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	-1	-1	5099397	4860	2574943	0.5	4771	98.17	1.83	1	7	0.14
647533226	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	Facultative	2791311	2667	905025	0.33	2606	97.71	2.29	1	-1	-1
648028060	Bacteria	Finished	DOE Joint Genome Institute	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	thermosaccharolyticum	Gram+	-1	Obligate anaerobe	2785752	2830	950290	0.34	2757	97.42	2.58	5	137	4.84
2547132188	Bacteria	Draft	UC Davis	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leucobacter	sp.	Gram+	USA	Aerobe	3316448	3032	2333344	0.7	2975	98.12	1.88	-1	62	2.04
637000224	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	Gram-	USA	Aerobe	6093698	5245	3609468	0.59	5136	97.92	2.08	5	70	1.33
2505679044	Bacteria	Finished	DOE Joint Genome Institute	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	subtilis	-1	-1	-1	4018655	4074	1754027	0.44	3992	97.99	2.01	8	2	0.05
2517572145	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Salinispora	pacifica	Gram+	-1	-1	5061188	4843	3539295	0.7	4768	98.45	1.55	4	-1	-1
2541046987	Bacteria	Draft	Broad Institute	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	denticola	Gram-	-1	-1	2962533	2844	1119503	0.38	2795	98.28	1.72	2	99	3.48
2531839632	Bacteria	Draft	FDA	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	enterica	Gram-	-1	Facultative	4642480	4499	2421953	0.52	4433	98.53	1.47	2	-1	-1
2551306488	Bacteria	Draft	Beijing Genomics Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	China	-1	5099218	4991	2568568	0.5	4814	96.45	3.55	2	-1	-1
2529292881	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	saburreum	Gram+	-1	-1	3074086	3068	1119561	0.36	3017	98.34	1.66	-1	26	0.85
2503707007	Bacteria	Finished	DOE Joint Genome Institute	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	taffensis	Gram-	United Kingdom	Aerobe	4633577	4131	1691009	0.36	4082	98.81	1.19	2	1369	33.14
2518645567	Bacteria	Finished	Microgen	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	stutzeri	Gram-	Spain	Aerobe	4709064	4374	2950960	0.63	4300	98.31	1.69	4	183	4.18
637000157	Bacteria	Finished	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Maricaulis	maris	Gram-	USA	Facultative	3368780	3138	2113156	0.63	3079	98.12	1.88	2	821	26.16
2551306624	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	-1	-1	4879788	4242	1718103	0.35	4196	98.92	1.08	1	9	0.21
2529292790	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	Facultative	2819942	2777	922486	0.33	2709	97.55	2.45	1	9	0.32
640427107	Bacteria	Finished	JAMSTEC	Proteobacteria	Gammaproteobacteria	unclassified	unclassified	Candidatus Vesicomyosocius	okutanii	Gram-	Japan	Anaerobe	1022154	981	322949	0.32	939	95.72	4.28	1	19	1.94
2541046978	Bacteria	Draft	Broad Institute	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	hominis	Gram+	-1	-1	1918533	1825	742853	0.39	1776	97.32	2.68	2	60	3.29
2545555877	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	selenitireducens	Gram-	-1	-1	4976687	4780	3159847	0.64	4714	98.62	1.38	2	210	4.39
2528768066	Bacteria	Permanent Draft	DOE Joint Genome Institute	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	unclassified	unclassified	-1	-1	-1	4648040	4176	1804172	0.39	4148	99.33	0.67	1	805	19.28
2537561687	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Bangladesh	-1	5070446	5312	2556606	0.5	5221	98.29	1.71	-1	5	0.09
2519899593	Bacteria	Draft	Westmead Hospital	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	rhamnosus	Gram+	Australia	-1	2911110	2965	1355704	0.47	2908	98.08	1.92	1	-1	-1
645058841	Bacteria	Draft	Broad Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	abortus	Gram-	-1	Aerobe	3254713	3118	1863325	0.57	3066	98.33	1.67	1	-1	-1
2537562177	Bacteria	Draft	Broad Institute	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	melitensis	Gram-	-1	-1	3299448	3206	1888425	0.57	3147	98.16	1.84	2	-1	-1
2537561895	Bacteria	Draft	Institute for Genome Sciences	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	Gram-	-1	Aerobe	2213112	2096	1142412	0.52	2022	96.47	3.53	4	-1	-1
2537561594	Bacteria	Draft	Washington University in St. Louis	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	acnes	Gram+	-1	Anaerobe	2574141	2734	1547479	0.6	2685	98.21	1.79	1	2	0.07
2531839089	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	Gram+	-1	Facultative	3105778	3203	1013831	0.33	3133	97.81	2.19	2	1	0.03
2508501008	Bacteria	Draft	Eureka genomics	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	sp.	Gram-	USA	Facultative	3748940	3522	2454502	0.66	3461	98.27	1.73	1	184	5.22
2531839274	Bacteria	Draft	J. Craig Venter Institute	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas	sp.	Gram-	-1	-1	2352554	2362	1342770	0.57	2304	97.54	2.46	1	52	2.2
640069334	Bacteria	Finished	"Commonwealth Biotechnologies, Inc"	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	sanguinis	Gram+	-1	Facultative	2388435	2367	1036586	0.43	2272	95.99	4.01	4	21	0.89
2537561822	Bacteria	Draft	Washington University in St. Louis	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	acnes	Gram+	-1	Anaerobe	2526632	2631	1518391	0.6	2582	98.14	1.86	1	1	0.04
2547132336	Bacteria	Draft	J. Craig Venter Institute	Spirochaetes	Spirochaetia	Spirochaetales	Leptospiraceae	Leptospira	interrogans	Gram-	Brazil	Aerobe	4551211	3786	1591414	0.35	3742	98.84	1.16	1	-1	-1
2541047274	Bacteria	Draft	"Institute for Genome Sciences, University of Maryland School of Medicine"	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridium	sp.	Gram+	-1	Anaerobe	4017618	3790	1132807	0.28	3760	99.21	0.79	-1	4	0.11
2534681773	Bacteria	Draft	"Univ of Maryland, IGS"	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	coli	Gram-	Brazil	Facultative	5125451	5295	2593145	0.51	5175	97.73	2.27	11	-1	-1
2522572185	Bacteria	Permanent Draft	DOE Joint Genome Institute	Gemmatimonadetes	Gemmatimonadetes	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	630041	638	324165	0.52	625	97.96	2.04	1	5	0.78
2548876996	Bacteria	Draft	Heinrich-Heine-University Duesseldorf	Cyanobacteria	unclassified	Stigonematales	unclassified	Fischerella	muscicola	Gram-	New Zealand	-1	6902625	6146	2847696	0.41	6060	98.6	1.4	1	474	7.71
646206270	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	lwoffii	Gram-	-1	Anaerobe	3481004	3202	1425236	0.43	3134	97.88	2.12	1	234	7.31
2514885006	Bacteria	Draft	Iowa State Univ	unclassified	unclassified	unclassified	unclassified	Bacteroides	xylanisolvens	Gram-	USA	Anaerobe	6112307	4932	2551960	0.42	4849	98.32	1.68	1	-1	-1
2508501124	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	sp.	Gram-	South Africa	Aerobe	7679067	7123	4743598	0.62	7059	99.1	0.9	1	259	3.64
2537561949	Bacteria	Draft	Washington University in St. Louis	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	sp.	Gram-	-1	Aerobe	2552288	2366	1177408	0.46	2317	97.93	2.07	1	40	1.69
2264867258	Bacteria	Permanent Draft	DOE Joint Genome Institute	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	-1	USA	-1	516961	455	193375	0.37	435	95.6	4.4	-1	-1	-1
2264867060	Bacteria	Permanent Draft	DOE Joint Genome Institute	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	368019	420	137525	0.37	405	96.43	3.57	1	-1	-1
2236661009	Bacteria	Permanent Draft	DOE Joint Genome Institute	Actinobacteria	Actinobacteria	unclassified	unclassified	unclassified	unclassified	-1	-1	-1	753259	827	298361	0.4	795	96.13	3.87	1	-1	-1
649989901	Bacteria	Draft	Osaka Univ	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	oris	Gram+	-1	Microaerophilic	2872429	2992	1947547	0.68	2939	98.23	1.77	1	11	0.37
2509601044	Bacteria	Permanent Draft	DOE Joint Genome Institute	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophorhabdaceae	Syntrophorhabdus	aromaticivorans	Gram-	Taiwan	Anaerobe	3759482	3691	1952408	0.52	3632	98.4	1.6	1	1740	47.14
650377927	Bacteria	Finished	"Univ Federal do Para, Brazil"	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	pseudotuberculosis	Gram+	Israel	Facultative	2337730	2127	1219948	0.52	2066	97.13	2.87	4	1	0.05
2548876782	Bacteria	Draft	Univ of Maryland School of Medicine	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	oxytoca	Gram-	USA	Microaerophilic	6176536	6055	3391742	0.55	5870	96.94	3.06	2	33	0.55
2507262001	Bacteria	Draft	University of North Carolina at Chapel Hill	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	syringae	Gram-	France	Aerobe	6217221	5861	3531508	0.57	5808	99.1	0.9	1	396	6.76
2537561878	Bacteria	Draft	Broad Institute	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	mirabilis	Gram-	-1	-1	4049051	3820	1580669	0.39	3738	97.85	2.15	2	76	1.99
