IMG_ID,Genome_Status,Genome_Name,Domain,Phylum,Class,Order,Family,Genus,Species,Habitat,Isolation_Country,Genome_Size,Gene_Count,GC_Count,GC_%,w/_Func_Pred_Count,w/_Func_Pred_%,Horizontally_Transferred_Count,Horizontally_Transferred_%,Diseases,Gram_Staining
637000343,Finished,Xanthomonas_campestris_pv_campestris_8004,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,campestris,Host,United Kingdom,5148708,4346,3344448,0.65,2664,61.3,39,0.9,"Black rot, Citrus canker",Gram-
637000344,Finished,Xanthomonas_campestris_pv_campestris_ATCC_33913,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,campestris,Host,-1,5076188,4254,3302992,0.65,2690,63.23,5,0.12,Black rot,Gram-
637000345,Finished,Xanthomonas_campestris_pv_vesicatoria_85-10,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,campestris,Host,-1,5420152,4800,3499053,0.65,3389,70.6,320,6.67,Bacterial spot,Gram-
637000346,Finished,Xanthomonas_oryzae_pv._oryzae_KACC10331,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,oryzae,Host,South Korea,4941439,4300,3147365,0.64,2872,66.79,7,0.16,Blight disease,Gram-
637000347,Finished,Xanthomonas_oryzae_pv_oryzae_MAFF_311018,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,oryzae,Host,Japan,4940217,4443,3146982,0.64,2776,62.48,33,0.74,"Leaf blight, Rice blight",Gram-
637000348,Finished,Xylella_fastidiosa_9a5c,Bacteria,unclassified,unclassified,unclassified,unclassified,Xylella,fastidiosa,Host,Brazil,2731750,2895,1437372,0.53,1278,44.15,192,6.63,"Citrus variegated chlorosis, Pierces disease",Gram-
637000349,Finished,Xylella_fastidiosa_Temecula1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,fastidiosa,Host,USA,2521148,2102,1305386,0.52,1291,61.42,1,0.05,"Black rot, Citrus canker",Gram-
637000350,Finished,Yersinia_pestis_Antiqua,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,pestis,"Host, Soil",Congo,4879836,4576,2327929,0.48,2890,63.16,-1,-1,Bubonic and Pneumonic plague,Gram-
637000351,Finished,Yersinia_pestis_CO-92,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,pestis,Host,USA,4829855,4368,2301052,0.48,2757,63.12,-1,-1,Bubonic plague,Gram-
637000352,Finished,Yersinia_pestis_KIM_10,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,pestis,Host,-1,4701745,4445,2242512,0.48,2536,57.05,34,0.76,Bubonic plague,Gram-
637000353,Finished,Yersinia_pestis_Nepal516,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,pestis,"Soil, Host",-1,4646286,4306,2213260,0.48,2905,67.46,-1,-1,Bubonic and Pneumonic plague,Gram-
637000354,Finished,Yersinia_pestis_bv_Microtus_91001,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,pestis,Host,-1,4803217,4462,2289686,0.48,2952,66.16,4,0.09,Bubonic plague,Gram-
637000355,Finished,Yersinia_pseudotuberculosis_IP_32953,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,pseudotuberculosis,"Host, Fresh water, Soil",-1,4840898,4276,2301868,0.48,2854,66.74,18,0.42,"Gastroenteritis, Food poisoning",Gram-
637000356,Finished,Zymomonas_mobilis_mobilis_ZM4,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Zymomonas,mobilis,-1,Brazil,2056416,2065,952703,0.46,1310,63.44,112,5.42,None,Gram-
638154501,Finished,Aeropyrum_pernix_K1,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Aeropyrum,pernix,"Hydrothermal vent, Marine",Japan,1669695,2820,940227,0.56,35,1.24,1907,67.62,None,Gram-
638154502,Finished,"Archaeoglobus_fulgidus_VC-16,_DSM_4304",Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,fulgidus,"Aquatic, Marine",Italy,2178400,2519,1058303,0.49,1798,71.38,539,21.4,None,Gram-
638154503,Finished,Haloarcula_marismortui_ATCC_43049,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,marismortui,"Aquatic, Marine",Israel,4274642,4387,2612610,0.61,2241,51.08,183,4.17,None,Gram-
638154504,Finished,Halobacterium_sp._NRC-1,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,sp.,"Salinewater, Extreme, Sea water",-1,2571010,2728,1695157,0.66,2213,81.12,33,1.21,None,Gram-
638154505,Finished,Methanocaldococcus_jannaschii_DSM_2661,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,jannaschii,"Aquatic, Hydrothermal vent, Marine, Hot spring",-1,1739927,1844,544484,0.31,801,43.44,83,4.5,None,Gram-
638154506,Finished,Methanococcus_maripaludis_S2,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcus,maripaludis,"Salt marsh, Fresh water, Sediment",USA,1661137,1777,549842,0.33,1034,58.19,45,2.53,None,Gram-
638154507,Finished,Methanopyrus_kandleri_AV19,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,kandleri,Marine,-1,1694969,1767,1036629,0.61,1684,95.3,342,19.35,None,Gram-
638154508,Finished,Methanosarcina_acetivorans_C2A,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,acetivorans,"Oil fields, Sediment, Marine, Hydrothermal vent",-1,5751492,4807,2454788,0.43,2157,44.87,675,14.04,None,Gram-
638154509,Finished,"Methanosarcina_mazei_Go1,_DSM_3647",Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,mazei,"Mud, Feces, Sludge, Host, Soil",Germany,4096345,3469,1699365,0.41,2616,75.41,254,7.32,None,Gram-
638154510,Finished,Methanothermobacter_thermautotrophicus_Delta_H,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,thermautotrophicus,"Sludge, Wastewater",USA,1751377,1893,867701,0.5,1362,71.95,89,4.7,None,Gram-
638154511,Finished,Nanoarchaeum_equitans_Kin4-M,Archaea,Nanoarchaeota,unclassified,unclassified,unclassified,Nanoarchaeum,equitans,"Marine, Hydrothermal vent",-1,490885,608,154921,0.32,549,90.3,129,21.22,None,Gram-
638154512,Finished,Picrophilus_torridus_DSM_9790,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Picrophilaceae,Picrophilus,torridus,Soil,Japan,1545895,1605,556065,0.36,1092,68.04,223,13.89,None,Gram-
638154513,Finished,Pyrobaculum_aerophilum_IM2,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,aerophilum,"Marine, Aquatic",Italy,2222430,2625,1141496,0.51,1344,51.2,126,4.8,None,Gram-
638154514,Finished,Pyrococcus_abyssi_GE5,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,abyssi,"Marine, Deep sea",Japan,1768562,2051,790749,0.45,894,43.59,41,2,None,Gram-
638154515,Finished,Pyrococcus_furiosus_DSM_3638,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,furiosus,"Marine, Sediment",Italy,1908256,2179,777994,0.41,1031,47.32,67,3.07,None,Gram-
638154516,Finished,Pyrococcus_horikoshii_OT3,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,horikoshii,"Marine, Aquatic, Hydrothermal vent, Hot spring",Japan,1738505,2365,728068,0.42,42,1.78,342,14.46,None,Gram-
638154517,Finished,"Sulfolobus_acidocaldarius_98-3,_DSM_639",Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,acidocaldarius,Fresh water,USA,2225959,2343,817096,0.37,1975,84.29,125,5.34,None,Gram-
638154518,Finished,Sulfolobus_solfataricus_P2,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,solfataricus,"Hot spring, Aquatic, Fresh water",Italy,2992245,3141,1070840,0.36,1669,53.14,22,0.7,None,Gram-
638154519,Finished,"Sulfolobus_tokodaii_7,_JCM_10545",Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,tokodaii,"Fresh water, Hot spring",Japan,2694756,2982,883522,0.33,110,3.69,190,6.37,None,Gram-
638154520,Finished,Thermococcus_kodakarensis_KOD1,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,kodakarensis,Hydrothermal vent,Japan,2088737,2428,1086049,0.52,1392,57.33,103,4.24,None,Gram-
638154521,Finished,Thermoplasma_acidophilum_DSM_1728,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,acidophilum,Solfataric field,USA,1564906,1580,719769,0.46,746,47.22,135,8.54,None,Gram-
638154522,Finished,Thermoplasma_volcanium_GSS1,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma,volcanium,"Hydrothermal vent, Hot spring, Solfataric field, Aquatic, Marine",Italy,1584804,1615,632630,0.4,1092,67.62,133,8.24,None,Gram-
638208601,Finished,Aspergillus_fumigatus_Af293,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Aspergillus,fumigatus,Host,-1,29384958,10152,14346892,0.5,4940,48.66,447,4.4,Aspergillosis,-1
638208603,Finished,Candida_glabrata_CBS_138,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Candida,glabrata,"Feces, Host, Gastrointestinal tract",-1,12280357,5397,4741203,0.39,1,0.02,130,2.41,Human candidasis,-1
638208604,Finished,Cryptococcus_neoformans_var_neoformans_JEC_21,Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,neoformans,"Host, Soil",-1,19051922,6609,9247646,0.49,2937,44.44,61,0.92,Cryptococcosis,-1
638208605,Finished,Debaryomyces_hansenii_var_hansenii_CBS767,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,hansenii,Fresh water,-1,12220823,7108,4426787,0.36,316,4.45,274,3.85,None,-1
638208606,Finished,Encephalitozoon_cuniculi_GB-M1,Eukaryota,Microsporidia,unclassified,unclassified,Unikaryonidae,Encephalitozoon,cuniculi,Host,-1,2497519,2053,1181246,0.47,933,45.45,392,19.09,-1,-1
638208607,Finished,Eremothecium_gossypii_ATCC_10895,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Ashbya,gossypii,-1,-1,8742377,4987,4540658,0.52,4718,94.61,89,1.78,-1,-1
638208608,Finished,Kluyveromyces_lactis_NRRL_Y-1140,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,lactis,-1,USA,10689156,5502,4143524,0.39,4027,73.19,209,3.8,None,-1
638208609,Finished,Saccharomyces_cerevisiae_S288C,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,cerevisiae,-1,USA,12156600,6273,4637520,0.38,4562,72.72,23,0.37,-1,-1
638208610,Finished,Schizosaccharomyces_pombe_972h-,Eukaryota,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,pombe,-1,-1,12554318,5364,4526653,0.36,424,7.9,476,8.87,-1,-1
638208611,Finished,Yarrowia_lipolytica_CLIB122,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,lipolytica,"Oil fields, Food",France,20502981,7042,10056963,0.49,197,2.8,1248,17.72,None,-1
638269501,Finished,Guillardia_theta,Eukaryota,unclassified,Cryptophyta,Pyrenomonadales,Geminigeraceae,Guillardia,theta,-1,-1,551264,553,145781,0.26,250,45.21,242,43.76,-1,-1
638269502,Finished,Plasmodium_falciparum_3D7,Eukaryota,Apicomplexa,Aconoidasida,Haemosporida,unclassified,Plasmodium,falciparum,Host,-1,22859796,5298,4430890,0.19,1790,33.79,75,1.42,Malaria,-1
638341004,Draft,Actinobacillus_pleuropneumoniae_sv_1_4074,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,pleuropneumoniae,"Host, Respiratory tract",Argentina,2292348,2195,948502,0.41,1974,89.93,28,1.28,Necrotizing pleuropneumonia,Gram-
638341009,Draft,Aurantimonas_manganoxydans_SI85-9A1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aurantimonas,manganoxydans,Marine,Canada,4325257,3709,2886852,0.67,2721,73.36,551,14.86,None,Gram-
638341011,Draft,Bacillus_anthracis_A2012_(Florida_isolate),Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,anthracis,"Host, Soil",USA,5093554,5388,1779012,0.35,4174,77.47,15,0.28,Anthrax,Gram+
638341012,Draft,Bacillus_cereus_G9241,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cereus,"Host, Soil",-1,5934942,6316,2091873,0.35,4165,65.94,103,1.63,"Food poisoning, Anthrax",Gram+
638341014,Draft,Bacillus_sp._NRRL_B-14911,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,sp.,Marine,Mexico,5085825,5797,2325032,0.46,2934,50.61,431,7.43,None,Gram+
638341015,Draft,Bacillus_thuringiensis_sv_israelensis_ATCC_35646,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,thuringiensis,"Soil, Host",Israel,5880839,6229,2060040,0.35,4176,67.04,26,0.42,Sotto disease,Gram+
638341020,Draft,"Blastopirellula_marina_SH_106T,_DSM_3645",Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Blastopirellula,marina,"Aquatic, Marine, Surface water",Germany,6653746,6090,3795134,0.57,2414,39.64,2289,37.59,None,Gram-
638341022,Draft,Brevibacterium_linens_BL2,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium,linens,"Soil, Human skin, Food",Germany,4366969,3833,2741031,0.63,3167,82.62,184,4.8,None,Gram+
638341024,Draft,Burkholderia_cenocepacia_PC184,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,cenocepacia,Host,-1,6927835,6024,4629342,0.67,5140,85.33,62,1.03,Pneumonia,Gram-
638341025,Draft,Burkholderia_dolosa_AUO158,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,dolosa,Host,USA,6247594,5493,4174285,0.67,4587,83.51,134,2.44,"Necrotizing Pneumonia, Chronic infection",Gram-
638341027,Draft,Burkholderia_mallei_10399,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,mallei,Host,USA,5933783,4951,4062004,0.68,4200,84.83,5,0.1,"Glanders, Pneumonia",Gram-
638341028,Draft,Burkholderia_mallei_2002721280,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,mallei,Host,-1,5690468,4792,3889571,0.68,4046,84.43,12,0.25,"Glanders, Pneumonia",Gram-
638341029,Draft,Burkholderia_mallei_FMH,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,mallei,Host,-1,5814647,4912,3981131,0.68,4218,85.87,-1,-1,"Glanders, Pneumonia",Gram-
638341030,Draft,Burkholderia_mallei_GB8_horse_4,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,mallei,Host,-1,5804858,4888,3974504,0.68,4205,86.03,1,0.02,"Glanders, Pneumonia",Gram-
638341031,Draft,Burkholderia_mallei_JHU,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,mallei,Host,-1,5713799,4838,3908872,0.68,4157,85.92,2,0.04,"Pneumonia, Glanders",Gram-
638341035,Draft,Burkholderia_pseudomallei_1106b,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei,"Soil, Host",-1,7187061,5518,4900535,0.68,4605,83.45,2,0.04,"Melioidosis, Bacteremia, Pneumonia",Gram-
638341036,Draft,Burkholderia_pseudomallei_1655,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei,"Host, Soil",-1,7029727,5467,4780490,0.68,4542,83.08,6,0.11,"Melioidosis, Bacteremia, Pneumonia",Gram-
638341037,Draft,Burkholderia_pseudomallei_1710a,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei,Soil,-1,7286472,5520,4952328,0.68,4572,82.83,6,0.11,"Pneumonia, Bacteremia, Melioidosis",Gram-
638341038,Draft,Burkholderia_pseudomallei_406e,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei,"Host, Soil",Thailand,7322716,5672,4983156,0.68,4675,82.42,8,0.14,"Pneumonia, Melioidosis, Bacteremia",Gram-
638341040,Draft,Burkholderia_pseudomallei_Pasteur,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei,"Host, Soil",-1,7347086,5652,4997614,0.68,4638,82.06,42,0.74,"Bacteremia, Melioidosis, Pneumonia",Gram-
638341041,Draft,Burkholderia_pseudomallei_S13,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei,"Host, Soil",-1,7388856,5763,5031612,0.68,4750,82.42,11,0.19,"Pneumonia, Bacteremia, Melioidosis",Gram-
638341044,Draft,Campylobacter_coli_RM2228,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,coli,"Blood, Host, Intestinal microflora",-1,1860666,2019,578951,0.31,1454,72.02,32,1.58,"Septicemia, Gastroenteritis",Gram-
638341049,Draft,Campylobacter_jejuni_jejuni_260.94,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,jejuni,"Host, Wastewater",South Africa,1657846,1771,506287,0.31,1353,76.4,2,0.11,"GBS, Food poisoning",Gram-
638341051,Draft,Campylobacter_jejuni_jejuni_84-25,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,jejuni,"Host, Wastewater",-1,1671624,1797,508789,0.3,1378,76.68,2,0.11,Food poisoning,Gram-
638341052,Draft,Campylobacter_jejuni_jejuni_CF93-6,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,jejuni,"Host, Wastewater",Japan,1676304,1806,510838,0.3,1406,77.85,4,0.22,Food poisoning,Gram-
638341053,Draft,Campylobacter_jejuni_jejuni_HB93-13,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,jejuni,"Feces, Host, Gastrointestinal tract, Wastewater",China,1694788,1769,518434,0.31,1412,79.82,5,0.28,"GBS, Food poisoning",Gram-
638341055,Draft,Campylobacter_upsaliensis_RM3195,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,upsaliensis,"Feces, Host, Gastrointestinal tract",-1,1773834,1984,607817,0.34,1344,67.74,66,3.33,"Septicemia, Gastroenteritis, Bacteremia, Diarrhea",Gram-
638341056,Draft,Candidatus_Pelagibacter_ubique_SAR11_HTCC1002,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,Candidatus Pelagibacter,ubique,Marine,USA,1327604,1428,395091,0.3,1131,79.2,63,4.41,None,Gram-
638341057,Draft,Candidatus_Sulcia_muelleri_Hc,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,unclassified,Candidatus Sulcia,muelleri,Host,-1,146184,213,35267,0.24,175,82.16,2,0.94,None,Gram-
638341059,Draft,Dokdonia_donghaensis_MED134,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,donghaensis,"Aquatic, Marine",Spain,3301953,2999,1260113,0.38,1657,55.25,104,3.47,None,Gram-
638341060,Draft,Chlorobium_ferrooxidans_DSM_13031,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,ferrooxidans,"Fresh water, Sediment",Germany,2538957,2208,1272370,0.5,1577,71.42,264,11.96,None,Gram-
638341066,Draft,Clostridium_difficile_QCD-32g58,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridium,difficile,Host,Canada,3834028,3833,1088305,0.28,2918,76.13,11,0.29,"Peritonitis, Colitis, Diarrhea",Gram+
638341074,Draft,Crocosphaera_watsonii_WH_8501,Bacteria,Cyanobacteria,unclassified,Chroococcales,unclassified,Crocosphaera,watsonii,Fresh water,Atlantic Ocean,6238156,6001,2315003,0.37,2934,48.89,580,9.67,None,Gram-
638341078,Draft,Desulfuromonas_acetoxidans_DSM_684,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,acetoxidans,"Sediment, Fresh water",Antarctic Ocean,3828328,3289,1984098,0.52,2346,71.33,1181,35.91,None,Gram-
638341079,Draft,Ehrlichia_chaffeensis_Sapulpa,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,chaffeensis,"Host, Monocytes, Macrophage",USA,1005812,834,301539,0.3,590,70.74,28,3.36,"Human monocytic ehrlichiosis, Ehrlichiosis",Gram-
638341080,Draft,Enterococcus_faecium_DO,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,faecium,"Host, Wastewater",-1,2848380,2793,1079676,0.38,1967,70.43,20,0.72,"Endocarditis, Bacteremia, Urinary infection",Gram+
638341081,Draft,Erythrobacter_sp._NAP1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,sp.,"Surface water, Marine",Atlantic Ocean,3265346,3226,1990947,0.61,1886,58.46,495,15.34,None,Gram-
638341082,Draft,Escherichia_coli_101-1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Host, Human intestinal microflora",Japan,4880382,4326,2468859,0.51,3714,85.85,2,0.05,Diarrhea,Gram-
638341083,Draft,Escherichia_coli_O144_53638,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Human intestinal microflora, Host",-1,5289471,4889,2695348,0.51,4041,82.65,11,0.22,Dysenteria,Gram-
638341084,Draft,Escherichia_coli_O111:NM_B171_(EPEC2),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Human intestinal microflora, Host",-1,5299753,4796,2687692,0.51,3985,83.09,1,0.02,Diarrhea,Gram-
638341085,Draft,Escherichia_coli_O148:H28_B7A_(CS6:LT+:ST+)(ETEC),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,Host,Vietnam,5202558,4720,2645399,0.51,3959,83.88,13,0.28,Diarrhea,Gram-
638341086,Draft,Escherichia_coli_O111:H9_E110019_(EPEC),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Human intestinal microflora, Host",Finland,5384084,4838,2733584,0.51,4021,83.11,5,0.1,Diarrhea,Gram-
638341087,Draft,Escherichia_coli_E22_(EPEC),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Host, Human intestinal microflora",-1,5516160,4887,2793367,0.51,3972,81.28,6,0.12,Diarrhea,Gram-
638341089,Draft,Escherichia_coli_O139:H28_F11_(ETEC),Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,coli,"Host, Human intestinal microflora",-1,5206906,4563,2629322,0.5,3910,85.69,3,0.07,"Human cystitis, Diarrhea",Gram-
638341092,Draft,Ferroplasma_acidarmanus_Fer1,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Ferroplasmaceae,Ferroplasma,acidarmanus,-1,USA,1865438,1742,685803,0.37,1153,66.19,255,14.64,None,Gram-
638341093,Draft,Flavobacteria_bacterium_BBFL7,Bacteria,Bacteroidetes,Flavobacteriia,unclassified,unclassified,unclassified,unclassified,"Aquatic, Marine",-1,3083153,2627,1077661,0.35,1455,55.39,219,8.34,None,Gram-
638341097,Draft,Fusobacterium_nucleatum_vincentii_ATCC_49256,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,nucleatum,"Oral microflora, Host",-1,2118259,2304,578995,0.27,1567,68.01,57,2.47,Periodontal infection,Gram-
638341106,Draft,Idiomarina_baltica_OS145,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,baltica,"Aquatic, Marine",-1,2722127,2660,1287481,0.47,2159,81.17,263,9.89,None,Gram-
638341107,Draft,Janibacter_sp._HTCC2649,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,Janibacter,sp.,"Marine, Aquatic",Sargasso Sea,4228723,4156,2894004,0.68,2418,58.18,211,5.08,None,Gram+
638341115,Draft,Leeuwenhoekiella_blandensis_MED217,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,blandensis,"Marine, Aquatic",-1,4238065,3786,1684966,0.4,2111,55.76,482,12.73,None,Gram-
638341117,Draft,Listeria_monocytogenes_1/2a_F6854,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,"Soil, Fresh water, Intestinal microflora, Food",-1,2950285,3055,1116567,0.38,2212,72.41,9,0.29,Food poisoning,Gram+
638341118,Draft,Listeria_monocytogenes_4b_H7858,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,monocytogenes,"Intestinal microflora, Food, Host, Soil",USA,2972254,3199,1127902,0.38,2222,69.46,80,2.5,"Listeriosis, Food poisoning",Gram+
638341119,Draft,Loktanella_vestfoldensis_SKA53,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,vestfoldensis,"Aquatic, Marine",Sweden,3063691,3117,1837039,0.6,2110,67.69,152,4.88,None,Gram-
638341121,Draft,Magnetospirillum_magnetotacticum_MS-1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,magnetotacticum,"Aquatic, Marine, Fresh water, Sediment",-1,9211536,10240,6113572,0.66,7524,73.48,5901,57.63,None,Gram-
